Title,manifest_url,canvas_number,image_url,City,Country,wkt,Date,Month,Year,Journal Type,notice,pre_1900,gender (M/F/NA),photographic? (yes/no),"vêtement (chair, costume, accessoire)","altérité (distance, performance, normatif)",bugs (x si pas sûr que léopard),tags
Billboard,https://iiif.archivelab.org/iiif/sim_billboard_1925-05-30_37_22/manifest.json,41,"https://iiif.archivelab.org/iiif/sim_billboard_1925-05-30_37_22$41/2223,1448,506,1427/full/0/default.jpg",Cincinnati,United States of America,POINT(-84.5125 39.1),30.05.1925,5,1925,Theater,,no,F,no,costume,normatif,,
Le Film complet (1922),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3206839j/manifest.json,6,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3206839j/f7/850,407,1145,1471/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),31.05.1925,5,1925,,,no,M,yes,chair,performance,,
Harper's Bazaar 1925-09: Vol 60,https://iiif.archive.org/iiif/sim_harpers-bazaar_1925-09_60/manifest.json,47,"https://iiif.archive.org/image/iiif/3/sim_harpers-bazaar_1925-09_60%2fsim_harpers-bazaar_1925-09_60_jp2.zip%2fsim_harpers-bazaar_1925-09_60_jp2%2fsim_harpers-bazaar_1925-09_60_0047.jp2/1036,464,1618,2295/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.09.1925,9,1925,Fashion,,no,F,no,costume,normatif,,
Billboard,https://iiif.archivelab.org/iiif/sim_billboard_1925-09-12_37_37/manifest.json,95,"https://iiif.archivelab.org/iiif/sim_billboard_1925-09-12_37_37$95/270,377,Fourrure,1271/full/0/default.jpg",Cincinnati,United States of America,POINT(-84.5125 39.1),12.09.1925,9,1925,Theater,,no,NA,yes,accessoire,normatif,,
Billboard,https://iiif.archivelab.org/iiif/sim_billboard_1925-09-19_37_38/manifest.json,95,"https://iiif.archivelab.org/iiif/sim_billboard_1925-09-19_37_38$95/365,289,1100,1276/full/0/default.jpg",Cincinnati,United States of America,POINT(-84.5125 39.1),19.09.1925,9,1925,Theater,,no,NA,yes,accessoire,normatif,,
La Mode du jour (Paris. 1921),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k55227491/manifest.json,2,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k55227491/f3/168,330,1364,2219/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),24.09.1925,9,1925,,,no,F,no,costume,normatif,,
Le Figaro (Paris. 1854),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2945490/manifest.json,3,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2945490/f4/3642,2959,854,1783/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),17.10.1925,10,1925,News,,no,F,no,costume,normatif,,
La Rampe (Paris. 1915),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5725406n/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5725406n/f1/296,505,2314,2793/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),18.10.1925,10,1925,Theater,,no,FM,yes,costume,normatif,,
La Mode du jour (Paris. 1921),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5522829m/manifest.json,7,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5522829m/f8/254,384,5000,3391/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),29.10.1925,10,1925,,,no,F,no,costume,normatif,,
La Mode du jour (Paris. 1921),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5522835b/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5522835b/f1/95,858,2358,2896/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),05.11.1925,11,1925,,,no,F,no,costume,normatif,,
La Mode du jour (Paris. 1921),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5522858b/manifest.json,7,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5522858b/f8/391,197,4894,3522/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),19.11.1925,11,1925,,,no,F,no,costume,normatif,,
Harper's Bazaar 1926-01,https://iiif.archive.org/iiif/sim_harpers-bazaar_1926-01/manifest.json,52,"https://iiif.archive.org/image/iiif/3/sim_harpers-bazaar_1926-01%2fsim_harpers-bazaar_1926-01_jp2.zip%2fsim_harpers-bazaar_1926-01_jp2%2fsim_harpers-bazaar_1926-01_0052.jp2/314,4021,2840,790/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.01.1926,na,1926,Fashion,,no,F,no,accessoire,normatif,,
L'Amour de l'art (1920),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4226258k/manifest.json,227,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4226258k/f228/1277,1350,1255,1729/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.01.1926,na,1926,Modern Art Journal,,no,F,no,costume,normatif,,
Resimli ay,https://digitale-sammlungen.ulb.uni-bonn.de/i3f/v20/7098015/manifest,29,"https://digitale-sammlungen.ulb.uni-bonn.de/i3f/v20/7082099/1392,1196,1424,2377/full/0/default.jpg",Istanbul,Turkey,POINT(28.960277777778 41.01),01.01.1926,na,1926,,,no,F,yes,costume,normatif,,
L'Art vivant (Paris. 1925),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k30543556/manifest.json,1169,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k30543556/f1170/839,1265,1555,2017/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.01.1926,na,1926,Modern Art Journal,,no,F,no,costume,performance,,
L'Art vivant (Paris. 1925),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k30543556/manifest.json,899,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k30543556/f900/202,3351,814,1110/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.01.1926,na,1926,Modern Art Journal,,no,F,no,costume,performance,,
L'Art vivant (Paris. 1925),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k30543556/manifest.json,899,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k30543556/f900/2335,3351,758,1122/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.01.1926,na,1926,Modern Art Journal,,no,F,no,costume,performance,,
Lachen links,https://digi.ub.uni-heidelberg.de/diglit/iiif/lachenlinks1926/manifest.json,268,"https://digi.ub.uni-heidelberg.de/iiif/2/lachenlinks1926%3A269.jpg/123,961,1903,1240/full/0/default.jpg",Berlin,Germany,POINT(13.383333333333 52.516666666667),01.01.1926,na,1926,Humour,,no,F,no,costume,performance,,
al- balāġ al-usbūʻī,https://digitale-sammlungen.ulb.uni-bonn.de/i3f/v20/7282483/manifest,73,"https://digitale-sammlungen.ulb.uni-bonn.de/i3f/v20/7282135/1125,1523,822,1130/full/0/default.jpg",Kafr Misr,Israel,POINT(35.4224 32.645369444444),01.01.1926,na,1926,,,no,M,yes,accessoire,distance,,
Fliegende Blätter,https://digi.ub.uni-heidelberg.de/diglit/iiif/fb164/manifest.json,12,"https://digi.ub.uni-heidelberg.de/iiif/2/fb164%3A010.jpg/159,199,2031,2207/full/0/default.jpg",Munich,Germany,POINT(11.575 48.1375),01.01.1926,na,1926,Humour,,no,M,no,chair,performance,,
Samleren,https://digi.ub.uni-heidelberg.de/diglit/iiif/samleren1926/manifest.json,199,"https://digi.ub.uni-heidelberg.de/iiif/2/samleren1926%3A007_02_126.jpg/788,1533,1067,1373/full/0/default.jpg",Copenhagen,Denmark,POINT(12.568888888889 55.676111111111),01.01.1926,na,1926,Art History,,no,M,no,costume,performance,,
L'Avenir du Tonkin,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2768072p/manifest.json,2,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2768072p/f3/2902,6550,1165,2222/full/0/default.jpg",Hanoi,Vietnam,POINT(105.84117 21.0245),28.02.1926,2,1926,Colonial,,no,M,no,chair,performance,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6538826q/manifest.json,61,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6538826q/f62/258,406,1677,3486/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.03.1926,3,1926,,,no,F,yes,costume,normatif,,
L'Avenir du Tonkin,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2768076b/manifest.json,2,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2768076b/f3/1753,6337,1277,2519/full/0/default.jpg",Hanoi,Vietnam,POINT(105.84117 21.0245),05.03.1926,3,1926,Colonial,,no,M,no,chair,performance,,
L'Avenir du Tonkin,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k27680822/manifest.json,2,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k27680822/f3/1909,5813,1091,2104/full/0/default.jpg",Hanoi,Vietnam,POINT(105.84117 21.0245),12.03.1926,3,1926,Colonial,,no,M,no,chair,performance,,
L'Avenir du Tonkin,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k27680874/manifest.json,2,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k27680874/f3/1945,4753,1090,2032/full/0/default.jpg",Hanoi,Vietnam,POINT(105.84117 21.0245),19.03.1926,3,1926,Colonial,,no,M,no,chair,performance,,
L'Avenir du Tonkin,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2768093v/manifest.json,2,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2768093v/f3/pct:26.25,61.54,16.06,24.40/full/0/default.jpg",Hanoi,Vietnam,POINT(105.84117 21.0245),26.03.1926,3,1926,Colonial,,no,M,no,chair,performance,,
National Geographic Society,https://iiif.unige.ch/dhportal/ug814631/manifest,35,"https://iiif.unige.ch/iiif/2/visualcontagions/vc_sources/NationalGeographic/d1116224635ee34db1570451328ecfa290529260.pdf;36/162,288,1593,1064/full/0/default.jpg","Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),01.04.1926,4,1926,Geography,,no,M,yes,accessoire,distance,,
L'Avenir du Tonkin,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2768099b/manifest.json,2,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2768099b/f3/1483,5372,1023,1923/full/0/default.jpg",Hanoi,Vietnam,POINT(105.84117 21.0245),02.04.1926,4,1926,Colonial,,no,M,no,chair,performance,,
L'Avenir du Tonkin,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k27681046/manifest.json,2,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k27681046/f3/1923,5554,1018,1912/full/0/default.jpg",Hanoi,Vietnam,POINT(105.84117 21.0245),09.04.1926,4,1926,Colonial,,no,M,no,chair,performance,,
La Rampe (Paris. 1915),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5725457z/manifest.json,8,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5725457z/f9/783,1119,1326,902/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),15.04.1926,4,1926,Theater,,no,F,yes,accessoire,performance,,
Le Figaro (Paris. 1854),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2947631/manifest.json,4,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k2947631/f5/4169,1282,745,1773/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),07.05.1926,5,1926,News,,no,F,no,costume,normatif,,
La Revue de l'art ancien et moderne,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4325557/manifest.json,145,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4325557/f146/980,758,946,1330/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.06.1926,6,1926,Art History,,no,F,no,costume,performance,,
Le Sport universel illustré,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k65806510/manifest.json,469,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k65806510/f470/516,602,532,1354/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),02.07.1926,7,1926,Sports,,no,F,yes,costume,normatif,,
Les Modes,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6106453t/manifest.json,15,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6106453t/f16/417,698,1141,2875/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.09.1926,9,1926,Fashion,,no,F,yes,costume,normatif,,
Evening star. [volume],https://iiif.unige.ch/dhportal/ug10251352/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug11230588/full/full/0/default.jpg,"Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),29.09.1926,9,1926,News,,no,F,no,costume,normatif,,
Richmond planet. [volume],https://iiif.unige.ch/dhportal/ug15289618/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug17214462/full/full/0/default.jpg,Richmond,United States of America,POINT(-77.43666666666667 37.54083333333333),30.10.1926,10,1926,News,,no,F,yes,costume,normatif,,
Cinéa (1921),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5739085d/manifest.json,14,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5739085d/f15/33,889,980,601/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.11.1926,11,1926,,,no,F,yes,chair,performance,,
Le Petit Marseillais (1868),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k49158899/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k49158899/f1/1371,6489,883,1261/full/0/default.jpg",Marseille,France,POINT(5.3763888888889 43.296666666667),20.11.1926,12,1926,News,,no,F,yes,costume,normatif,,
Le Journal (Paris. 1892),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k76248361/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k76248361/f1/2153,7465,1733,1699/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),23.12.1926,12,1926,News,,no,M,no,chair,performance,,
Jugend,https://digi.ub.uni-heidelberg.de/diglit/iiif/jugend1927/manifest.json,645,"https://digi.ub.uni-heidelberg.de/iiif/2/jugend1927%3A0630.jpg/1993,2240,732,1108/full/0/default.jpg",Munich,Germany,POINT(11.575 48.1375),01.01.1927,na,1927,Modern Art Journal,,no,F,yes,costume,normatif,,
Modern Publicity,https://iiif.unige.ch/dhportal/ug27806297/manifest,131,"https://iiif.unige.ch/iiif/2/fedora_ug27815738;132/501,263,674,659/full/0/default.jpg",London,United Kingdom,POINT(-0.1275 51.507222222222),01.01.1927,na,1927,Illustrated Magazine,,no,F,no,costume,normatif,,
Das Buch für alle,https://digi.ub.uni-heidelberg.de/diglit/iiif/bfa1927/manifest.json,129,"https://digi.ub.uni-heidelberg.de/iiif/2/bfa1927%3A105.jpg/48,137,1838,2215/full/0/default.jpg",Berlin,Germany,POINT(13.383333333333 52.516666666667),01.01.1927,na,1927,Bibliophily,,no,M,yes,accessoire,distance,,
Karagöz,https://digitale-sammlungen.ulb.uni-bonn.de/i3f/v20/7383080/manifest,390,"https://digitale-sammlungen.ulb.uni-bonn.de/i3f/v20/6615695/502,1991,896,1138/full/0/default.jpg",Istanbul,Turkey,POINT(28.960277777778 41.01),01.01.1927,na,1927,,,no,M,yes,accessoire,distance,,
Fliegende Blätter,https://digi.ub.uni-heidelberg.de/diglit/iiif/fb167/manifest.json,261,"https://digi.ub.uni-heidelberg.de/iiif/2/fb167%3A193.jpg/130,1006,1895,1652/full/0/default.jpg",Munich,Germany,POINT(11.575 48.1375),01.01.1927,na,1927,Humour,,no,M,no,chair,performance,,
Evening star. [volume],https://iiif.unige.ch/dhportal/ug10534179/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug11979341/full/full/0/default.jpg,"Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),09.01.1927,1,1927,News,,no,F,yes,costume,normatif,,
Le Courrier des cinémas,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4232768q/manifest.json,3,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k4232768q/f4/1252,1896,1284,804/full/0/default.jpg",Lille,France,POINT(3.0575 50.631944444444),18.03.1927,3,1927,,,no,F,yes,chair,performance,,
Der Querschnitt,https://iiif.slub-dresden.de/iiif/2/355966999-19270600/manifest.json,69,"https://images.iiif.slub-dresden.de/iiif/2/data%2Fkitodo%2Fquer_355966999-19270600%2Fquer_355966999-19270600_tif%2Fjpegs%2F00000070.tif.large.jpg/446,259,1414,982/full/0/default.jpg",Düsseldorf,Germany,POINT(6.7723805555556 51.231144444444),01.06.1927,6,1927,Avant-garde Journal,,no,F,no,accessoire,performance,,
Vogue (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6540646k/manifest.json,207,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6540646k/f208/903,1228,1880,2709/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.12.1927,12,1927,,,no,F,yes,costume,normatif,,
Evening star. [volume],https://iiif.unige.ch/dhportal/ug9347233/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug9703094/full/full/0/default.jpg,"Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),04.12.1927,12,1927,News,,no,F,yes,costume,normatif,,
Evening star. [volume],https://iiif.unige.ch/dhportal/ug9508312/manifest,0,https://iiif.unige.ch/iiif/2/fedora_ug11424596/full/full/0/default.jpg,"Washington, D.C.",United States of America,POINT(-77.036666666667 38.895),18.12.1927,12,1927,News,,no,F,yes,costume,normatif,,
Dimanche illustré (1923),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9112142n/manifest.json,11,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9112142n/f12/2931,702,606,849/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),18.12.1927,12,1927,,,no,M,no,costume,performance,,
Dimanche illustré (1923),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9112142n/manifest.json,11,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9112142n/f12/1573,472,694,1010/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),18.12.1927,12,1927,,,no,M,no,costume,performance,,
Dimanche illustré (1923),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9112142n/manifest.json,11,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9112142n/f12/2271,455,572,1100/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),18.12.1927,12,1927,,,no,M,no,costume,performance,,
Karagöz,https://digitale-sammlungen.ulb.uni-bonn.de/i3f/v20/6647345/manifest,3,"https://digitale-sammlungen.ulb.uni-bonn.de/i3f/v20/6637869/324,293,899,1045/full/0/default.jpg",Istanbul,Turkey,POINT(28.960277777778 41.01),01.01.1928,na,1928,,,no,F,yes,accessoire,distance,,
Art Directors Annual of Advertising Arts,https://iiif.unige.ch/dhportal/ug27805150/manifest,41,"https://iiif.unige.ch/iiif/2/fedora_ug27803841;42/186,223,539,561/full/0/default.jpg",New York City,United States of America,POINT(-74.006015 40.712728),01.01.1928,na,1928,Illustrated Magazine,,no,F,no,accessoire,normatif,,
"Der wahre Jakob : illustrierte Zeitschrift für Satire, Humor und Unterhaltung",https://digi.ub.uni-heidelberg.de/diglit/iiif/wj1928/manifest.json,334,"https://digi.ub.uni-heidelberg.de/iiif/2/wj1928%3A22_02.jpg/845,2044,625,690/full/0/default.jpg",Berlin,Germany,POINT(13.383333333333 52.516666666667),01.01.1928,na,1928,Humour,,no,F,no,costume,normatif,,
Les Modes,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5725666m/manifest.json,36,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5725666m/f37/463,334,2437,1116/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.01.1928,na,1928,Fashion,,no,M,yes,accessoire,normatif,,
Le Golf (Paris.1925),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9365717f/manifest.json,27,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9365717f/f28/1669,3833,1878,1903/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),15.01.1928,1,1928,,,no,M,no,chair,performance,,
L'Express du Midi,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5389007m/manifest.json,0,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5389007m/f1/2163,4845,665,1321/full/0/default.jpg",Toulouse,France,POINT(1.4438888888889 43.604444444444),24.01.1928,1,1928,News,,no,F,yes,costume,normatif,,
Les Modes,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5725687s/manifest.json,25,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5725687s/f26/1247,2046,612,885/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.05.1928,5,1928,Fashion,,no,F,no,accessoire,normatif,,
Les Modes,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5725687s/manifest.json,20,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5725687s/f21/228,587,1139,2958/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.05.1928,5,1928,Fashion,,no,F,yes,costume,normatif,,
La Revue de la femme,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k8644593s/manifest.json,15,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k8644593s/f16/689,518,3736,3715/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.06.1928,6,1928,,,no,M,no,costume,normatif,,
La Mode illustrée (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k37833577/manifest.json,10,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k37833577/f11/950,1878,1908,1829/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.07.1928,7,1928,Fashion,,no,F,no,costume,normatif,,
La Mode illustrée (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3849967p/manifest.json,6,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3849967p/f7/1247,1009,604,1611/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),22.07.1928,7,1928,Fashion,,no,F,no,costume,normatif,,
La Revue de la femme,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k8644595m/manifest.json,30,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k8644595m/f31/2911,503,1510,2911/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),01.08.1928,8,1928,,,no,F,yes,costume,normatif,,
L'Intrépide (Paris),https://gallica.bnf.fr/iiif/ark:/12148/bpt6k91161291/manifest.json,2,"https://gallica.bnf.fr/iiif/ark:/12148/bpt6k91161291/f3/956,2101,486,659/full/0/default.jpg",Paris,France,POINT(2.3513888888889 48.856944444444),05.08.1928,8,1928,Children,,no,F,no,costume,performance,,
